Date;Time;Country;Retailer;Device;Page Type;Keyword;Place;Position;Image;Target URL;Type;Category;Brand;Product;Title;Detail;Call to Action;Price;Price From;Price Install;Ad Type;;
2018-01-10;G1;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;1;https://www.exito.com/images/products/293/0002022952519293/0002022953342915_md_a.jpg;https://www.exito.com/products/0002022952519293/Lavadora+Secadora+Carga+Frontal+15+Kg+++33+lb;Organic;Washing Machine;Samsung;Lavadora secadora carga frontal 15Kg;New;New;New;2774925;3699900;New;0;New;New
2018-01-10;G1;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;2;https://www.exito.com/images/products/233/0002530186678233/0002530187853683_md_a.jpg;https://www.exito.com/products/0002530186678233/Lavadora+Con+Agitador20kg+44lb;Organic;Washing Machine;Electrolux;Lavadora Con Agitador 20Kg ;New;New;New;1241435;1909900;New;0;New;New
2018-01-10;G1;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;3;https://www.exito.com/images/products/211/0002896406854211/0028964071158207_md_a.jpg;https://www.exito.com/products/0002896406854211/Lavadora+13+Kg+29+Lbs++Blanca;Organic;Washing Machine;LG;Lavadora 13Kg 29Lbs;New;New;New;929630;1549900;0;Product;0;0
2018-01-10;G1;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;4;https://www.exito.com/images/products/312/0002680196727312/0002680197925819_md_a.jpg;https://www.exito.com/products/0002680196727312/Lavadora+Semi.+7+Kg+15+Lbras;Organic;Washing Machine;Haceb;Lavadora Semi 7Kg 15 Libras;New;New;New;444900;;New;0;0;0
2018-01-10;G1;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;5;https://www.exito.com/images/products/091/MP01600000000091/SKUMP01600000091_md_a.jpg;https://www.exito.com/products/MP01600000000091/Lavadora+HACEB+SA0700BL+7Kg+++15.4+Libras+++Blanca;Organic;Washing Machine;Haceb;Lavadora 7Kg 15.4 Libras- Blanca;New;New;New;359900;379900;0;0;0;0
2018-01-10;G1;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;6;https://www.exito.com/images/products/735/0002840528834735/0028405291116330_md_a.jpg;https://www.exito.com/products/0002840528834735/Lavadora+8.6+Kg+19+Lbs;Organic;Washing Machine;LG;Lavadora 8.6Kg 19Lbs;New;New;New;839930;1199900;New;0;New;New
2018-01-10;G1;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;7;https://www.exito.com/images/products/125/0002557058686125/0002557059080234_md_a.jpg;https://www.exito.com/products/0002557058686125/Lavadora+Activ+Dual+Wash+Carga+Superior+16+Kg+++35+lb;Organic;Washing Machine;Samsung;Lavadora Activ Dual Wash 16 Kg 35 Libras - WA16J6710L;New;New;New;1729900;;0;Product;0;0
2018-01-10;G1;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;8;https://www.exito.com/images/products/503/0002791080762503/0027910811077784_md_a.jpg;https://www.exito.com/products/0002791080762503/Lavadora+Digital+18kg+39.6lb;Organic;Washing Machine;Haceb;Lavadora digital 18 Kg;New;New;New;1184161;1691900;New;0;New;New
2018-01-10;G1;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;9;https://www.exito.com/images/products/494/0002328626621494/0002328627656523_md_a.jpg;https://www.exito.com/products/0002328626621494/Lavadora+Digital++8kg+18l+Gris;Organic;Washing Machine;Centrales;Lavadora 16Kg 35Lbs Silver;New;New;New;1199710;1801367;New;0;New;New
2018-01-10;G1;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;11;https://www.exito.com/images/products/006/PMK0000003253006/MK00000003253006_md_a.jpg;https://www.exito.com/products/PMK0000003253006/Lavadora+LG+Carga+Superior+29+Libras+WT13DPB;Organic;Washing Machine;LG;Lavadora carga suoerior 29Lbs;New;New;New;1199900;1685900;New;0;New;New
2018-01-10;G1;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;12;https://www.exito.com/images/products/783/0002273409602783/0002273410704255_md_a.jpg;https://www.exito.com/products/0002273409602783/Lavadora+24+Libras;Organic;Washing Machine;Haceb;Lavadora 24 Libras 11-0 Kg Digital - LAV 500 PL;New;New;New;1165900;;0;Bundle;0;0
2018-01-10;G1;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;13;https://www.exito.com/images/products/161/MP01580000000161/SKUMP01580000161_md_a.jpg;https://www.exito.com/products/MP01580000000161/Lavadora+Haceb+29+Libras+Carga+Superior+LAV+M1305+OX;Organic;Washing Machine;Haceb;Carga superior 29 Libras;New;New;New;1085900;1339900;12;Product;0;0
2018-01-10;G1;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;14;https://www.exito.com/images/products/432/PMK0000003045432/MK00000003045432_md_a.jpg;https://www.exito.com/products/PMK0000003045432/Lavadora+LG+9+KG+WT9DPB+Smart+Inverter+Gris;Organic;Washing Machine;LG;Lavadora 9Kg Inverter;New;New;New;969000;1359991;12;Product;0;0
2018-01-10;G1;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;16;https://www.exito.com/images/products/092/MP01600000000092/SKUMP01600000092_md_a.jpg;https://www.exito.com/products/MP01600000000092/Lavadora+CENTRALES+LCD+730B+7Kg+++15Libras+Blanca;Organic;Washing Machine;Centrales;Lavadora 7Kg- 15 Lbs;New;New;New;409000;449900;New;0;New;New
2018-01-10;G1;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;17;https://www.exito.com/images/products/045/MP01760000000045/SKUMP01760000045_md_a.jpg;https://www.exito.com/products/MP01760000000045/Lavadora+Whirpool+WWI13ASHLA+13+Kg+Carga+Superior+;Organic;Washing Machine;Whirlpool;Lavadora carga superior 13Kg;New;New;New;1163900;1510000;New;0;New;New
2018-01-10;G1;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;18;https://www.exito.com/images/products/867/0002814285770867/0028142861094761_md_a.jpg;https://www.exito.com/products/0002814285770867/Lavadora+9kg+(20+Libras)+Digi;Organic;Washing Machine;Centrales;Lavadora 9Kg Digital;New;New;New;1196100;1329000;New;0;New;New
2018-01-10;G1;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;19;https://www.exito.com/images/products/030/MP01600000000030/SKUMP01600000030_md_a.jpg;https://www.exito.com/products/MP01600000000030/Lavadora+SAMSUNG+WA90H440SS+9Kg+++20Lbs+Gris;Organic;Washing Machine;Samsung;Lavadora 9Kg Gris;New;New;New;909900;1019900;New;0;New;New
2018-01-10;G1;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;20;https://www.exito.com/images/products/695/0002784259760695/0027842601072465_md_a.jpg;https://www.exito.com/products/0002784259760695/Lavadora+Sec+20+Kg+44+Lbs+Silv;Organic;Washing Machine;LG;Lavadora secadora 20Kg 44Lbs;New;New;New;3978423;4572900;New;0;New;New
2018-01-10;G3;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;1;https://www.exito.com/images/products/293/0002022952519293/0002022953342915_md_a.jpg;https://www.exito.com/products/0002022952519293/Lavadora+Secadora+Carga+Frontal+15+Kg+++33+lb;Organic;Washing Machine;Samsung;Lavadora secadora carga frontal 15Kg;New;New;New;2774925;3699900;New;0;New;New
2018-01-10;G3;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;2;https://www.exito.com/images/products/157/MP01580000000157/SKUMP01580000157_md_a.jpg;https://www.exito.com/products/MP01580000000157/Lavadora+Whirlpool+Carga+Superior+con+Agitador+17+KG;Organic;Washing Machine;Whirlpool;Carga superior 17Kg con Agitador;New;New;New;1417900;1899000;0;Product;0;0
2018-01-10;G3;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;3;https://www.exito.com/images/products/079/MP01580000000079/SKUMP01580000079_md_a.jpg;https://www.exito.com/products/MP01580000000079/Lavadora+Whirlpool+Impeller+35+LB+Titanio+WWI16ASHLA;Organic;Washing Machine;Whirlpool;Lavadora Impeller 35 Lbs;New;New;New;1353900;1980000;New;0;New;New
2018-01-10;G3;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;4;https://www.exito.com/images/products/432/PMK0000003045432/MK00000003045432_md_a.jpg;https://www.exito.com/products/PMK0000003045432/Lavadora+LG+9+KG+WT9DPB+Smart+Inverter+Gris;Organic;Washing Machine;LG;Lavadora 9Kg Inverter;New;New;New;969000;1359991;12;Product;0;0
2018-01-10;G3;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;5;https://www.exito.com/images/products/091/MP01580000000091/SKUMP01580000091_md_a.jpg;https://www.exito.com/products/MP01580000000091/Lavadora+Whirlpool+33+LBS+Con+Agitador+Blanca+7MWTW1500EM;Organic;Washing Machine;Whirlpool;Lavadora 33 Lbs con agitador;New;New;New;1341900;1570000;New;0;New;New
2018-01-10;G3;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;6;https://www.exito.com/images/products/031/MP01600000000031/SKUMP01600000031_md_a.jpg;https://www.exito.com/products/MP01600000000031/Lavadora+SAMSUNG+29+Libras+WA13F5L2UDY+Gris+;Organic;Washing Machine;Samsung;Lavadora 29 Lbs Gris;New;New;New;1159900;1449900;New;0;New;New
2018-01-10;G3;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;7;https://www.exito.com/images/products/735/0002840528834735/0028405291116330_md_a.jpg;https://www.exito.com/products/0002840528834735/Lavadora+8.6+Kg+19+Lbs;Organic;Washing Machine;LG;Lavadora 8.6Kg 19Lbs;New;New;New;839930;1199900;New;0;New;New
2018-01-10;G3;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;8;https://www.exito.com/images/products/233/0002530186678233/0002530187853683_md_a.jpg;https://www.exito.com/products/0002530186678233/Lavadora+Con+Agitador20kg+44lb;Organic;Washing Machine;Electrolux;Lavadora Con Agitador 20Kg ;New;New;New;1241435;1909900;New;0;New;New
2018-01-10;G3;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;9;https://www.exito.com/images/products/503/0002791080762503/0027910811077784_md_a.jpg;https://www.exito.com/products/0002791080762503/Lavadora+Digital+18kg+39.6lb;Organic;Washing Machine;Haceb;Lavadora digital 18 Kg;New;New;New;1184161;1691900;New;0;New;New
2018-01-10;G3;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;10;https://www.exito.com/images/products/312/0002680196727312/0002680197925819_md_a.jpg;https://www.exito.com/products/0002680196727312/Lavadora+Semi.+7+Kg+15+Lbras;Organic;Washing Machine;Haceb;Lavadora Semi 7Kg 15 Libras;New;New;New;444900;;New;0;0;0
2018-01-10;G3;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;11;https://www.exito.com/images/products/091/MP01600000000091/SKUMP01600000091_md_a.jpg;https://www.exito.com/products/MP01600000000091/Lavadora+HACEB+SA0700BL+7Kg+++15.4+Libras+++Blanca;Organic;Washing Machine;Haceb;Lavadora 7Kg 15.4 Libras- Blanca;New;New;New;359900;379900;0;0;0;0
2018-01-10;G3;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;12;https://www.exito.com/images/products/654/0002781004759654/0027810051070113_md_a.jpg;https://www.exito.com/products/0002781004759654/Lavadora+8.5+Kg+18+lb;Organic;Washing Machine;Haceb;Lavadora 8.5 Kg 18 lb - LAVD0850PL;New;New;New;854200;;12;Product;0;0
2018-01-10;G3;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;13;https://www.exito.com/images/products/554/0002236840589554/0002236841845189_md_a.jpg;https://www.exito.com/products/0002236840589554/Lavadora+29+Libras+Whirlpool;Organic;Washing Machine;Whirlpool;Lavadora 26 Lbs;New;New;New;1497400;New;New;0;New;New
2018-01-10;G3;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;14;https://www.exito.com/images/products/494/0002328626621494/0002328627656523_md_a.jpg;https://www.exito.com/products/0002328626621494/Lavadora+Digital++8kg+18l+Gris;Organic;Washing Machine;Centrales;Lavadora 16Kg 35Lbs Silver;New;New;New;1199710;1801367;New;0;New;New
2018-01-10;G3;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;15;https://www.exito.com/images/products/006/PMK0000003253006/MK00000003253006_md_a.jpg;https://www.exito.com/products/PMK0000003253006/Lavadora+LG+Carga+Superior+29+Libras+WT13DPB;Organic;Washing Machine;LG;Lavadora carga superior 29 Lbs;New;New;New;1199900;1685900;New;0;New;New
2018-01-10;G3;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;17;https://www.exito.com/images/products/783/0002273409602783/0002273410704255_md_a.jpg;https://www.exito.com/products/0002273409602783/Lavadora+24+Libras;Organic;Washing Machine;Haceb;Lavadora 24 Libras 11-0 Kg Digital - LAV 500 PL;New;New;New;1165900;;0;Bundle;0;0
2018-01-10;G3;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;18;https://www.exito.com/images/products/161/MP01580000000161/SKUMP01580000161_md_a.jpg;https://www.exito.com/products/MP01580000000161/Lavadora+Haceb+29+Libras+Carga+Superior+LAV+M1305+OX;Organic;Washing Machine;Haceb;Carga superior 29 Libras;New;New;New;1085900;1339900;12;Product;0;0
2018-01-10;G3;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;20;https://www.exito.com/images/products/943/0002712380737943/0027123811017432_md_a.jpg;https://www.exito.com/products/0002712380737943/Lavadora+16+Kg+35+Lbs+ox;Organic;Washing Machine;Haceb;Lavadora 16 Kg 35 Lbs ox - LAV M1605 OX;New;New;New;1516900;;12;Product;0;0
2018-01-11;G1;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;1;https://www.exito.com/images/products/293/0002022952519293/0002022953342915_md_a.jpg;https://www.exito.com/products/0002022952519293/Lavadora+Secadora+Carga+Frontal+15+Kg+++33+lb;Organic;Washing Machine;Samsung;Lavadora secadora carga frontal 15Kg;New;New;New;2774925;3699900;New;0;New;New
2018-01-11;G1;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;2;https://www.exito.com/images/products/157/MP01580000000157/SKUMP01580000157_md_a.jpg;https://www.exito.com/products/MP01580000000157/Lavadora+Whirlpool+Carga+Superior+con+Agitador+17+KG;Organic;Washing Machine;Whirlpool;Carga superior 17Kg con Agitador;New;New;New;1417900;1899000;0;Product;0;0
2018-01-11;G1;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;3;https://www.exito.com/images/products/079/MP01580000000079/SKUMP01580000079_md_a.jpg;https://www.exito.com/products/MP01580000000079/Lavadora+Whirlpool+Impeller+35+LB+Titanio+WWI16ASHLA;Organic;Washing Machine;Whirlpool;Lavadora Impeller 35 Lbs;New;New;New;1353900;1980000;New;0;New;New
2018-01-11;G1;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;4;https://www.exito.com/images/products/432/PMK0000003045432/MK00000003045432_md_a.jpg;https://www.exito.com/products/PMK0000003045432/Lavadora+LG+9+KG+WT9DPB+Smart+Inverter+Gris;Organic;Washing Machine;LG;Lavadora 9Kg Inverter;New;New;New;969000;1359991;12;Product;0;0
2018-01-11;G1;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;5;https://www.exito.com/images/products/091/MP01580000000091/SKUMP01580000091_md_a.jpg;https://www.exito.com/products/MP01580000000091/Lavadora+Whirlpool+33+LBS+Con+Agitador+Blanca+7MWTW1500EM;Organic;Washing Machine;Whirlpool;Lavadora 33 Lbs con agitador;New;New;New;1341900;1570000;New;0;New;New
2018-01-11;G1;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;6;https://www.exito.com/images/products/031/MP01600000000031/SKUMP01600000031_md_a.jpg;https://www.exito.com/products/MP01600000000031/Lavadora+SAMSUNG+29+Libras+WA13F5L2UDY+Gris+;Organic;Washing Machine;Samsung;Lavadora 29 Lbs Gris;New;New;New;1159900;1449900;New;0;New;New
2018-01-11;G1;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;7;https://www.exito.com/images/products/735/0002840528834735/0028405291116330_md_a.jpg;https://www.exito.com/products/0002840528834735/Lavadora+8.6+Kg+19+Lbs;Organic;Washing Machine;LG;Lavadora 8.6Kg 19Lbs;New;New;New;839930;1199900;New;0;New;New
2018-01-11;G1;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;8;https://www.exito.com/images/products/233/0002530186678233/0002530187853683_md_a.jpg;https://www.exito.com/products/0002530186678233/Lavadora+Con+Agitador20kg+44lb;Organic;Washing Machine;Electrolux;Lavadora Con Agitador 20Kg ;New;New;New;1241435;1909900;New;0;New;New
2018-01-11;G1;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;9;https://www.exito.com/images/products/503/0002791080762503/0027910811077784_md_a.jpg;https://www.exito.com/products/0002791080762503/Lavadora+Digital+18kg+39.6lb;Organic;Washing Machine;Haceb;Lavadora digital 18 Kg;New;New;New;1184161;1691900;New;0;New;New
2018-01-11;G1;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;10;https://www.exito.com/images/products/312/0002680196727312/0002680197925819_md_a.jpg;https://www.exito.com/products/0002680196727312/Lavadora+Semi.+7+Kg+15+Lbras;Organic;Washing Machine;Haceb;Lavadora Semi 7Kg 15 Libras;New;New;New;444900;;New;0;0;0
2018-01-11;G1;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;11;https://www.exito.com/images/products/091/MP01600000000091/SKUMP01600000091_md_a.jpg;https://www.exito.com/products/MP01600000000091/Lavadora+HACEB+SA0700BL+7Kg+++15.4+Libras+++Blanca;Organic;Washing Machine;Haceb;Lavadora 7Kg 15.4 Libras- Blanca;New;New;New;359900;379900;0;0;0;0
2018-01-11;G1;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;12;https://www.exito.com/images/products/654/0002781004759654/0027810051070113_md_a.jpg;https://www.exito.com/products/0002781004759654/Lavadora+8.5+Kg+18+lb;Organic;Washing Machine;Haceb;Lavadora 8.5 Kg 18 lb - LAVD0850PL;New;New;New;854200;;12;Product;0;0
2018-01-11;G1;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;13;https://www.exito.com/images/products/554/0002236840589554/0002236841845189_md_a.jpg;https://www.exito.com/products/0002236840589554/Lavadora+29+Libras+Whirlpool;Organic;Washing Machine;Whirlpool;Lavadora 26 Lbs;New;New;New;1497400;New;New;0;New;New
2018-01-11;G1;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;14;https://www.exito.com/images/products/494/0002328626621494/0002328627656523_md_a.jpg;https://www.exito.com/products/0002328626621494/Lavadora+Digital++8kg+18l+Gris;Organic;Washing Machine;Centrales;Lavadora 16Kg 35Lbs Silver;New;New;New;1199710;1801367;New;0;New;New
2018-01-11;G1;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;15;https://www.exito.com/images/products/006/PMK0000003253006/MK00000003253006_md_a.jpg;https://www.exito.com/products/PMK0000003253006/Lavadora+LG+Carga+Superior+29+Libras+WT13DPB;Organic;Washing Machine;LG;Lavadora carga suoerior 29Lbs;New;New;New;1199900;1685900;New;0;New;New
2018-01-11;G1;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;17;https://www.exito.com/images/products/783/0002273409602783/0002273410704255_md_a.jpg;https://www.exito.com/products/0002273409602783/Lavadora+24+Libras;Organic;Washing Machine;Haceb;Lavadora 24 Libras 11-0 Kg Digital - LAV 500 PL;New;New;New;1165900;;0;Bundle;0;0
2018-01-11;G1;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;18;https://www.exito.com/images/products/161/MP01580000000161/SKUMP01580000161_md_a.jpg;https://www.exito.com/products/MP01580000000161/Lavadora+Haceb+29+Libras+Carga+Superior+LAV+M1305+OX;Organic;Washing Machine;Haceb;Carga superior 29 Libras;New;New;New;1085900;1339900;12;Product;0;0
2018-01-11;G1;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;20;https://www.exito.com/images/products/943/0002712380737943/0027123811017432_md_a.jpg;https://www.exito.com/products/0002712380737943/Lavadora+16+Kg+35+Lbs+ox;Organic;Washing Machine;Haceb;Lavadora 16 Kg 35 Lbs ox - LAV M1605 OX;New;New;New;1516900;;12;Product;0;0
2018-01-11;G3;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;1;https://www.exito.com/images/products/732/0002840522834732/0028405231116327_md_a.jpg;https://www.exito.com/products/0002840522834732/Lavasecadora+20+Kg+44+Libras+Mas+Twinwash++3.5+Kg+7+Libras;Organic;Washing Machine;LG;Lavasecadora 20 Kg 44 Libras Mas Twinwash 3.5 Kg 7 Libras - TWW20VVS2P;New;New;New;4983860;7119800;New;0;New;New
2018-01-11;G3;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;2;https://www.exito.com/images/products/503/0002791080762503/0027910811077784_md_a.jpg;https://www.exito.com/products/0002791080762503/Lavadora+Digital+18kg+39.6lb;Organic;Washing Machine;Haceb;Lavadora digital 18 Kg;New;New;New;1184161;1691900;New;0;New;New
2018-01-11;G3;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;3;https://www.exito.com/images/products/542/0002653263717542/0002653264211639_md_a.jpg;https://www.exito.com/products/0002653263717542/Lavadora+Carga+Frontal+44+Libras;Organic;Washing Machine;LG;Lavadora carga frontal 44 libras;New;New;New;3001921;3799900;0;0;0;0
2018-01-11;G3;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;4;https://www.exito.com/images/products/233/0002530186678233/0002530187853683_md_a.jpg;https://www.exito.com/products/0002530186678233/Lavadora+Con+Agitador20kg+44lb;Organic;Washing Machine;Electrolux;Lavadora Con Agitador 20Kg ;New;New;New;1241435;1909900;New;0;New;New
2018-01-11;G3;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;5;https://www.exito.com/images/products/735/0002840528834735/0028405291116330_md_a.jpg;https://www.exito.com/products/0002840528834735/Lavadora+8.6+Kg+19+Lbs;Organic;Washing Machine;LG;Lavadora 8.6Kg 19Lbs;New;New;New;1043913;1199900;New;0;New;New
2018-01-11;G3;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;6;https://www.exito.com/images/products/432/PMK0000003045432/MK00000003045432_md_a.jpg;https://www.exito.com/products/PMK0000003045432/Lavadora+LG+9+KG+WT9DPB+Smart+Inverter+Gris;Organic;Washing Machine;LG;Lavadora 9Kg Inverter;New;New;New;969000;1359991;12;Product;0;0
2018-01-11;G3;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;7;https://www.exito.com/images/products/312/0002680196727312/0002680197925819_md_a.jpg;https://www.exito.com/products/0002680196727312/Lavadora+Semi.+7+Kg+15+Lbras;Organic;Washing Machine;Haceb;Lavadora Semi 7Kg 15 Libras;New;New;New;324733;444900;New;0;0;0
2018-01-11;G3;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;9;https://www.exito.com/images/products/161/MP01580000000161/SKUMP01580000161_md_a.jpg;https://www.exito.com/products/MP01580000000161/Lavadora+Haceb+29+Libras+Carga+Superior+LAV+M1305+OX;Organic;Washing Machine;Haceb;Carga superior 29 Libras;New;New;New;1117900;1339900;12;Product;0;0
2018-01-11;G3;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;10;https://www.exito.com/images/products/007/MP01580000000007/SKUMP01580000007_md_a.jpg;https://www.exito.com/products/MP01580000000007/Lavadora+WA90H4400SS+AP+Samsung+Carga+Superior+20+Libras;Organic;Washing Machine;Samsung;Lavadora WA90H4400SS-AP Samsung Carga Superior 20 Libras - WA90H4400SS/AP;New;New;New;897900;1299000;New;0;New;New
2018-01-11;G3;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;11;https://www.exito.com/images/products/157/MP01580000000157/SKUMP01580000157_md_a.jpg;https://www.exito.com/products/MP01580000000157/Lavadora+Whirlpool+Carga+Superior+con+Agitador+17+KG;Organic;Washing Machine;Whirlpool;Carga superior 17Kg con Agitador;New;New;New;1459900;1899000;0;Product;0;0
2018-01-11;G3;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;12;https://www.exito.com/images/products/031/MP01600000000031/SKUMP01600000031_md_a.jpg;https://www.exito.com/products/MP01600000000031/Lavadora+SAMSUNG+29+Libras+WA13F5L2UDY+Gris+;Organic;Washing Machine;Samsung;Lavadora 29 Lbs Gris;New;New;New;1159900;1449900;New;0;New;New
2018-01-11;G3;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;13;https://www.exito.com/images/products/091/MP01580000000091/SKUMP01580000091_md_a.jpg;https://www.exito.com/products/MP01580000000091/Lavadora+Whirlpool+33+LBS+Con+Agitador+Blanca+7MWTW1500EM;Organic;Washing Machine;Whirlpool;Lavadora 33 Lbs con agitador;New;New;New;1381900;1570000;New;0;New;New
2018-01-11;G3;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;14;https://www.exito.com/images/products/091/MP01600000000091/SKUMP01600000091_md_a.jpg;https://www.exito.com/products/MP01600000000091/Lavadora+HACEB+SA0700BL+7Kg+++15.4+Libras+++Blanca;Organic;Washing Machine;Haceb;Lavadora 7Kg 15.4 Libras- Blanca;New;New;New;380900;425000;0;0;0;0
2018-01-11;G3;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;15;https://www.exito.com/images/products/654/0002781004759654/0027810051070113_md_a.jpg;https://www.exito.com/products/0002781004759654/Lavadora+8.5+Kg+18+lb;Organic;Washing Machine;Haceb;Lavadora 8.5 Kg 18 lb - LAVD0850PL;New;New;New;854200;;12;Product;0;0
2018-01-11;G3;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;16;https://www.exito.com/images/products/211/0002896406854211/0028964071158207_md_a.jpg;https://www.exito.com/products/0002896406854211/Lavadora+13+Kg+29+Lbs++Blanca;Organic;Washing Machine;LG;Lavadora 13Kg 29Lbs;New;New;New;1286417;1549900;0;Product;0;0
2018-01-11;G3;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;17;https://www.exito.com/images/products/494/0002328626621494/0002328627656523_md_a.jpg;https://www.exito.com/products/0002328626621494/Lavadora+Digital++8kg+18l+Gris;Organic;Washing Machine;Centrales;Lavadora 16Kg 35Lbs Silver;New;New;New;813960;904400;New;0;New;New
2018-01-11;G3;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;18;https://www.exito.com/images/products/554/0002236840589554/0002236841845189_md_a.jpg;https://www.exito.com/products/0002236840589554/Lavadora+29+Libras+Whirlpool;Organic;Washing Machine;Whirlpool;Lavadora 26 Lbs;New;New;New;1497400;;New;0;New;New
2018-01-11;G3;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;19;https://www.exito.com/images/products/006/PMK0000003253006/MK00000003253006_md_a.jpg;https://www.exito.com/products/PMK0000003253006/Lavadora+LG+Carga+Superior+29+Libras+WT13DPB;Organic;Washing Machine;LG;Lavadora carga suoerior 29Lbs;New;New;New;1269900;1685900;New;0;New;New
2018-01-11;G3;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;20;https://www.exito.com/images/products/783/0002273409602783/0002273410704255_md_a.jpg;https://www.exito.com/products/0002273409602783/Lavadora+24+Libras;Organic;Washing Machine;Haceb;Lavadora 24 Libras 11-0 Kg Digital - LAV 500 PL;New;New;New;1165900;;0;Bundle;0;0
2018-01-12;G1;Colombia;Exito;Desktop;Washing Machine;TV 4K;Listagem;1;https://www.exito.com/images/products/732/0002840522834732/0028405231116327_md_a.jpg;https://www.exito.com/products/0002840522834732/Lavasecadora+20+Kg+44+Libras+Mas+Twinwash++3.5+Kg+7+Libras;Organic;Washing Machine;LG;Lavasecadora 20 Kg 44 Libras Mas Twinwash 3.5 Kg 7 Libras - TWW20VVS2P;New;New;New;4983860;7119800;New;0;New;New
